30400,40451,589,PRELEVEMENT SEPA C A R P I M K O 806714,6461000,COTISATION_CARPIMKO
30401,36907,20,VIREMENT CHARGES COMMUNES CAB,4550000,COMPTE_ASSOCIE
30402,35746,3000,VIREMENT EMIS WEB CTE COMPTE DE L EXPLOITANT PRIVE GRASSET,1080000,COMPTE_DE_L_EXPLOITANT
30403,800,74.96,PRELEVEMENT ORANGE VOTRE ABONNEMENT MOBILE 03XXXXX507 FACTURE 1582799281,6262000,FRAIS_DE_TELECOMMUNICATION
30404,36516,4.8,CARTEB CARTEB PARKINGVDPMOBILE 180117 DIVERS,1080991,DEPENSES_VEHICULE
30405,27825,25,5O2XQCZ CARTEB 280417 CARTEB 83578754 LEROY MERLIN 95MONTIGNY,6063000,PETIT_OUTILLAGE_PETIT_MATERIEL
30406,35807,38.75,39686260000000000000000 CHEQUE EMIS,1080981,ESSENCE_VEHICULE
30407,27149,169.95,CHEQUE N 0000482 CHEQUE N 0000482,6183000,FRAIS_DE_DOCUMENTATION_TECHNIQUE
30408,41323,41.83,CARTEB POFODIS FACT 170217 CARTEB POFODIS FACT 170217,1080000,COMPTE_DE_L_EXPLOITANT
30409,29535,67.5,CARTEB 2303 SUPER U 24 ST MEDARD D,1080000,COMPTE_DE_L_EXPLOITANT
30410,28006,2800,VIREMENT CC EUROCOMPTE CONFORT,1080000,COMPTE_DE_L_EXPLOITANT
30411,27839,718,URSSAF DE POITOU CHARENTES PRELEVEMENT,6462000,COTISATIONS_URSSAF_DE_L_EXPLOITANT
30412,10156,1500,VIREMENT POUR,1080000,COMPTE_DE_L_EXPLOITANT
30413,37539,47.3,CHEQUE 2489780,6234000,CADEAUX_CLIENTELE
30414,25730,1716,URSSAF DE PICARDIE PRELEVEMENT,6462000,COTISATIONS_URSSAF_DE_L_EXPLOITANT
30415,28354,39,FACTURE CARTEB DU 040117 INSTITUT INFO VILLEFRANCHE CAR,6500000,CHARGES_DIVERSES_DE_GESTION_COURANTE
30416,31149,80,CARTEB X3264 160117 A 18H12,1080000,COMPTE_DE_L_EXPLOITANT
30417,40101,300,VIREMENT POUR,1080000,COMPTE_DE_L_EXPLOITANT
30418,26263,54,RELAIS CHAMPRADE CLERMONT 0602 PAIEMENT PAR CARTEB,1080981,ESSENCE_VEHICULE
30419,27772,91.63,PRÉLVMT PRELEVEMENT EUROPEEN 3211050163 POUR CPTE DEGMF ASSURANCES ID FR92ZZZ620803 MOTIF PRELEVE,1080971,ASSURANCE_VEHICULE
30420,14271,1100,VIREMENT EMIS WEB DETRE COMPTE DE L EXPLOITANT RIEC REMB PRET,1080000,COMPTE_DE_L_EXPLOITANT
30421,7831,79.99,FACEBK VIREMENTTUAL CARTEB 62637710 P,1080000,COMPTE_DE_L_EXPLOITANT
30422,41361,43.88,AUTOMOBILE AA000000030041121 RMS,1080971,ASSURANCE_VEHICULE
30423,9631,432.06,PRELEVEMENT SEPA RECU RCUR YDI9 12664 FR92ZZZ152099 SWISSLIFE PS BB2,6464000,COTISATIONS_COMPLEMENTAIRES_EXPLOITANT
30424,5111,20.08,CARTEB 110217 CARTEB 81948721 STATION AVIADAC42ST HAON LE CH,1080984,ESSENCE_VEHICULE
30425,10725,55.7,CHÈQUE CHEQUE 177,6063000,PETIT_OUTILLAGE_PETIT_MATERIEL
30426,34429,20,PRELEVEMENT SEPA CARREFOUR BANQUE ECH070617 ID EMETTEUR,1080000,COMPTE_DE_L_EXPLOITANT
30427,35938,12.9,CARTEB 140117 SC166413184 BONNET GABRIEL 30LE VIGAN,6250001,REPAS_DE_MIDI
30428,29485,374.74,PRELEVEMENT SEPA MACSFPREV PRELEVEMENT GLOBAL MACSF PREVOYA 00MACSFPREV0000000000000000429,6464000,COTISATIONS_COMPLEMENTAIRES_EXPLOITANT
30429,1236,18.06,PRELEVEMENT CBA INFORMATIQUE LIBERALE REF 3946154,6135010,LOCATION_LD_AUTRE_QUE_VEHICULE
30430,6570,60,7098274 CHEQUE EMIS,6063000,PETIT_OUTILLAGE_PETIT_MATERIEL
30431,1260,69.9,CARTEB DARTY DGAS 20 0101 BONDY 93 CARTEB N 4971 41XX XXXX 2360,6063000,PETIT_OUTILLAGE_PETIT_MATERIEL
30432,33670,101.31,PRELEVEMENT SEPA MACSFASSU,1080972,ASSURANCE_VEHICULE
30433,35456,26.7,PRELEVEMENT MUTUELLE BLEUE MAES30000000004141056001A100117 20102016,1080000,COMPTE_DE_L_EXPLOITANT
30434,37650,100,VIREMENT SEPA EMIS YCO6 02922 CABINET INFIRMIER 11 RUE LAFAYEL B CLAUDI,6132000,LOCATIONS_IMMOBILIERES
30435,31810,13.1,CHEQUE NO 6687040 IMPAYE,1080000,COMPTE_DE_L_EXPLOITANT
30436,29849,37.24,FACTURE CARTEB DU 200317 TOTAL LE LUC CARTEB 4974XXXXXXX,1080983,ESSENCE_VEHICULE
30437,19288,44.97,FACTURE CARTEB DU 040417 TOTAL SARROLA CARCO CARTEB 4974,1080000,COMPTE_DE_L_EXPLOITANT
30438,12978,50,LECLERC LUNEL 0701 PAIEMENT PAR CARTEB,1080982,ESSENCE_VEHICULE
30439,32231,1.46,LA POSTE L592300 CARTEB 05594891,6261000,FRAIS_POSTAUX
30440,32353,50.79,PRELEVEMENT SEPA MACSFEPAR ECH060217 ID EMETTEURFR50Z,6464000,COTISATIONS_COMPLEMENTAIRES_EXPLOITANT
30441,2349,36.37,PRELEVEMENT ORANGE VOTRE ABONNEMENT MOBILE 06XXXXX318 FACTURE 9607341858,6262000,FRAIS_DE_TELECOMMUNICATION
30442,24376,84.34,VIREMENT LOYER AVRIL,6132000,LOCATIONS_IMMOBILIERES
30443,34064,55.81,CARTEB 492378 INTERMARCHE 04DIGNE LE,1080981,ESSENCE_VEHICULE
30444,11902,2332.05,000001 VIREMENT EUROPEEN EMIS NET POUR FAILLA LIBERA REF 9712537074726 ,6223000,HONORAIRES_RETROCEDES
